variant,N,P,rep,seconds,rc
parpseq,800,8,10,1.188995484,0
parpseq,850,1,1,8.675066133,0
parpseq,850,1,2,8.518146108,0
parpseq,850,1,3,8.65751216,0
parpseq,850,1,4,8.505992402,0
parpseq,850,1,5,8.471997621,0
parpseq,850,1,6,8.555157594,0
parpseq,850,1,7,8.581276472,0
parpseq,850,1,8,8.731697392,0
parpseq,850,1,9,8.56077622,0
parpseq,850,1,10,8.572083782,0
parpseq,850,2,1,5.278383399,0
parpseq,850,2,2,5.002767535,0
parpseq,850,2,3,6.060295082,0
parpseq,850,2,4,5.879684335,0
parpseq,850,2,5,5.994560079,0
parpseq,850,2,6,5.59890691,0
parpseq,850,2,7,5.2911116,0
parpseq,850,2,8,5.586327735,0
parpseq,850,2,9,5.649444211,0
parpseq,850,2,10,5.241418432,0
parpseq,850,4,1,2.289332779,0
parpseq,850,4,2,2.235096941,0
parpseq,850,4,3,2.260815031,0
parpseq,850,4,4,2.318694642,0
parpseq,850,4,5,2.235982262,0
parpseq,850,4,6,2.278046832,0
parpseq,850,4,7,2.238741915,0
parpseq,850,4,8,2.498828342,0
parpseq,850,4,9,2.300628319,0
parpseq,850,4,10,2.309314217,0
parpseq,850,8,1,1.219295109,0
parpseq,850,8,2,1.469229054,0
parpseq,850,8,3,1.353978299,0
parpseq,850,8,4,1.35748282,0
parpseq,850,8,5,1.471039456,0
parpseq,850,8,6,1.342016156,0
parpseq,850,8,7,1.229111649,0
parpseq,850,8,8,1.278005402,0
parpseq,850,8,9,1.311043972,0
parpseq,850,8,10,1.232528967,0
parpseq,900,1,1,12.760268795,0
parpseq,900,1,2,12.812082853,0
parpseq,900,1,3,12.786998241,0
parpseq,900,1,4,12.79655018,0
parpseq,900,1,5,12.730662734,0
parpseq,900,1,6,12.661413296,0
parpseq,900,1,7,12.703839553,0
parpseq,900,1,8,12.693824918,0
parpseq,900,1,9,12.746817153,0
parpseq,900,1,10,12.704922829,0
parpseq,900,2,1,7.823447497,0
parpseq,900,2,2,7.170958864,0
parpseq,900,2,3,7.377044669,0
parpseq,900,2,4,7.476514166,0
parpseq,900,2,5,7.487688192,0
parpseq,900,2,6,7.380822983,0
parpseq,900,2,7,7.36780073,0
parpseq,900,2,8,7.334789895,0
parpseq,900,2,9,7.334525006,0
